DepaProvDIST,idh,esperanza,secundaria,tiempoedu,percapitaf
PUNO_AZANGARO_ARAPA,0.23,64.92,40.85,5.54,168.60
PUNO_AZANGARO_ASILLO,0.26,63.84,49.70,6.02,217.60
PUNO_AZANGARO_AZANGARO,0.37,61.77,60.34,8.02,437.60
PUNO_AZANGARO_CAMINACA,0.18,67.80,38.99,4.54,112.30
PUNO_AZANGARO_CHUPA,0.25,63.84,67.27,7.01,158.40
PUNO_AZANGARO_JOSE DOMINGO CHOQUEHUANCA,0.33,65.19,64.09,6.99,314.50
PUNO_AZANGARO_MUNANI,0.24,64.11,39.91,5.56,193.70
PUNO_AZANGARO_POTONI,0.27,65.28,42.56,5.98,244.70
PUNO_AZANGARO_SAMAN,0.20,67.05,44.63,4.98,125.10
PUNO_AZANGARO_SAN ANTON,0.31,66.10,44.84,6.17,314.00
PUNO_AZANGARO_SAN JOSE,0.19,62.55,31.51,5.43,133.00
PUNO_AZANGARO_SAN JUAN DE SALINAS,0.20,64.91,48.95,6.16,111.70
PUNO_AZANGARO_SANTIAGO DE PUPUJA,0.21,66.49,62.11,5.53,120.40
PUNO_AZANGARO_TIRAPATA,0.20,63.26,49.38,5.70,119.80
PUNO_CARABAYA_AJOYANI,0.32,65.36,46.84,5.62,382.60
PUNO_CARABAYA_AYAPATA,0.26,63.03,39.79,6.10,239.00
PUNO_CARABAYA_COASA,0.23,59.53,33.83,5.73,215.60
PUNO_CARABAYA_CORANI,0.16,63.26,21.36,4.60,118.90
PUNO_CARABAYA_CRUCERO,0.25,65.13,30.67,5.96,218.60
PUNO_CARABAYA_ITUATA,0.27,62.99,31.46,5.62,286.90
PUNO_CARABAYA_MACUSANI,0.34,60.19,44.40,6.64,450.80
PUNO_CARABAYA_OLLACHEA,0.19,64.49,15.24,4.87,173.30
PUNO_CARABAYA_SAN GABAN,0.37,62.16,36.74,7.26,550.90
PUNO_CARABAYA_USICAYOS,0.19,64.32,44.56,5.70,107.40
PUNO_CHUCUITO_DESAGUADERO,0.39,70.12,77.54,8.58,361.30
PUNO_CHUCUITO_HUACULLANI,0.23,70.50,61.75,7.39,118.40
PUNO_CHUCUITO_JULI,0.36,68.94,66.88,7.50,348.80
PUNO_CHUCUITO_KELLUYO,0.31,72.95,77.07,8.42,192.10
PUNO_CHUCUITO_PISACOMA,0.27,72.06,62.00,7.07,161.40
PUNO_CHUCUITO_POMATA,0.29,70.31,64.75,6.42,205.10
PUNO_CHUCUITO_ZEPITA,0.25,70.73,53.03,6.26,162.20
PUNO_EL COLLAO_CAPAZO,0.29,76.31,62.10,7.59,178.10
PUNO_EL COLLAO_CONDURIRI,0.24,75.03,51.59,6.07,142.60
PUNO_EL COLLAO_ILAVE,0.37,74.01,76.72,7.31,325.10
PUNO_EL COLLAO_PILCUYO,0.28,77.13,80.00,5.98,169.50
PUNO_EL COLLAO_SANTA ROSA,0.25,75.83,59.64,6.93,134.60
PUNO_HUANCANE_COJATA,0.22,68.13,39.02,5.86,146.00
PUNO_HUANCANE_HUANCANE,0.36,65.67,71.65,6.98,367.20
PUNO_HUANCANE_HUATASANI,0.22,66.27,77.17,6.63,112.80
PUNO_HUANCANE_INCHUPALLA,0.22,68.82,50.87,5.65,128.10
PUNO_HUANCANE_PUSI,0.24,71.19,61.64,5.33,142.70
PUNO_HUANCANE_ROSASPATA,0.21,67.34,49.51,5.04,125.40
PUNO_HUANCANE_TARACO,0.29,72.06,74.39,6.26,201.40
PUNO_HUANCANE_VILQUE CHICO,0.20,68.16,44.49,4.62,132.10
PUNO_LAMPA_CABANILLA,0.29,74.71,65.89,6.44,198.90
PUNO_LAMPA_CALAPUJA,0.25,74.15,61.86,5.30,154.70
PUNO_LAMPA_LAMPA,0.36,67.44,63.55,7.43,364.60
PUNO_LAMPA_NICASIO,0.25,71.62,61.21,6.73,148.60
PUNO_LAMPA_OCUVIRI,0.43,74.60,43.93,7.90,592.10
PUNO_LAMPA_PALCA,0.30,75.66,62.61,7.66,191.90
PUNO_LAMPA_PARATIA,0.39,76.22,51.22,7.65,397.30
PUNO_LAMPA_PUCARA,0.30,72.27,53.06,6.18,241.10
PUNO_LAMPA_SANTA LUCIA,0.38,73.35,52.10,6.85,419.90
PUNO_LAMPA_VILAVILA,0.24,76.90,55.41,8.00,114.40
PUNO_MELGAR_ANTAUTA,0.43,68.61,49.10,7.41,637.20
PUNO_MELGAR_AYAVIRI,0.45,66.71,62.50,8.76,625.20
PUNO_MELGAR_CUPI,0.26,66.81,60.71,7.18,171.00
PUNO_MELGAR_LLALLI,0.26,70.14,60.47,6.65,161.00
PUNO_MELGAR_MACARI,0.24,68.16,37.30,6.58,175.00
PUNO_MELGAR_NUNOA,0.29,68.63,39.84,5.50,292.20
PUNO_MELGAR_ORURILLO,0.22,70.76,44.71,5.57,138.10
PUNO_MELGAR_SANTA ROSA,0.31,68.50,56.06,6.34,274.30
PUNO_MELGAR_UMACHIRI,0.32,71.67,52.00,7.09,269.40
PUNO_MOHO_CONIMA,0.22,71.72,42.60,5.78,133.30
PUNO_MOHO_HUAYRAPATA,0.20,70.18,44.83,5.63,114.00
PUNO_MOHO_MOHO,0.29,69.18,51.99,5.36,260.30
PUNO_MOHO_TILALI,0.24,76.42,52.41,5.03,154.70
PUNO_PUNO_ACORA,0.29,70.52,69.30,6.55,205.70
PUNO_PUNO_AMANTANI,0.19,73.74,27.06,4.91,123.50
PUNO_PUNO_ATUNCOLLA,0.26,65.78,47.37,6.45,200.20
PUNO_PUNO_CAPACHICA,0.22,68.13,54.28,4.69,140.60
PUNO_PUNO_CHUCUITO,0.33,66.32,69.31,6.85,301.70
PUNO_PUNO_COATA,0.25,70.59,62.68,5.80,156.00
PUNO_PUNO_HUATA,0.29,67.80,61.75,7.02,207.90
PUNO_PUNO_MANAZO,0.39,67.46,52.46,6.54,513.60
PUNO_PUNO_PAUCARCOLLA,0.27,66.64,46.09,6.11,218.40
PUNO_PUNO_PICHACANI,0.25,65.14,46.81,6.10,191.50
PUNO_PUNO_PLATERIA,0.30,62.04,76.61,6.98,232.40
PUNO_PUNO_PUNO,0.58,63.79,86.38,11.76,972.90
PUNO_PUNO_SAN ANTONIO,0.21,71.06,48.13,6.24,112.50
PUNO_PUNO_TIQUILLACA,0.24,64.83,46.62,4.92,194.60
PUNO_PUNO_VILQUE,0.29,64.63,65.77,6.82,228.50
PUNO_SAN ANTONIO DE PUTINA_ANANEA,0.50,58.81,64.33,8.22,1045.10
PUNO_SAN ANTONIO DE PUTINA_PEDRO VILCA APAZA,0.23,64.48,57.84,5.88,140.40
PUNO_SAN ANTONIO DE PUTINA_PUTINA,0.30,60.16,64.12,6.47,274.80
PUNO_SAN ANTONIO DE PUTINA_QUILCAPUNCU,0.21,63.58,48.02,5.49,138.60
PUNO_SAN ANTONIO DE PUTINA_SINA,0.33,63.97,57.82,5.85,380.30
PUNO_SAN ROMAN_CABANA,0.30,69.24,74.71,6.13,226.00
PUNO_SAN ROMAN_CABANILLAS,0.37,69.62,60.38,7.23,381.80
PUNO_SAN ROMAN_CARACOTO,0.27,71.73,45.98,5.12,221.00
PUNO_SAN ROMAN_JULIACA,0.51,68.10,82.63,9.90,683.00
PUNO_SANDIA_ALTO INAMBARI,0.37,72.02,49.46,6.06,436.10
PUNO_SANDIA_CUYOCUYO,0.25,71.41,54.80,5.60,166.40
PUNO_SANDIA_LIMBANI,0.29,68.61,46.96,6.69,237.70
PUNO_SANDIA_PATAMBUCO,0.17,71.57,17.52,4.81,117.20
PUNO_SANDIA_PHARA,0.31,68.37,56.72,6.24,274.70
PUNO_SANDIA_QUIACA,0.21,67.56,36.09,6.28,132.10
PUNO_SANDIA_SAN JUAN DEL ORO,0.34,69.72,67.68,7.84,285.00
PUNO_SANDIA_SAN PEDRO DE PUTINA PUNCU,0.45,76.54,65.68,7.91,541.80
PUNO_SANDIA_SANDIA,0.27,67.24,34.74,6.00,253.70
PUNO_SANDIA_YANAHUAYA,0.39,70.84,53.47,7.10,464.50
PUNO_YUNGUYO_ANAPIA,0.33,72.08,65.49,8.29,234.00
PUNO_YUNGUYO_COPANI,0.22,72.00,51.85,5.02,131.10
PUNO_YUNGUYO_CUTURAPI,0.27,72.48,63.77,5.23,189.30
PUNO_YUNGUYO_OLLARAYA,0.23,75.98,56.12,5.03,133.90
PUNO_YUNGUYO_TINICACHI,0.42,75.07,83.87,6.59,460.80
PUNO_YUNGUYO_UNICACHI,0.31,76.21,86.79,6.35,199.20
PUNO_YUNGUYO_YUNGUYO,0.35,70.96,62.53,6.47,344.30
SAN MARTIN_BELLAVISTA_ALTO BIAVO,0.29,77.29,15.06,5.52,391.80
SAN MARTIN_BELLAVISTA_BAJO BIAVO,0.25,75.55,14.34,5.52,279.20
SAN MARTIN_BELLAVISTA_BELLAVISTA,0.44,70.36,44.20,7.76,668.80
SAN MARTIN_BELLAVISTA_HUALLAGA,0.29,74.40,21.57,5.64,335.00
SAN MARTIN_BELLAVISTA_SAN PABLO,0.36,74.51,27.12,6.22,532.90
SAN MARTIN_BELLAVISTA_SAN RAFAEL,0.43,72.79,34.54,6.57,745.00
SAN MARTIN_EL DORADO_AGUA BLANCA,0.32,76.70,36.41,5.64,325.90
SAN MARTIN_EL DORADO_SAN JOSE DE SISA,0.31,75.96,31.18,5.83,314.10
SAN MARTIN_EL DORADO_SAN MARTIN,0.24,77.06,17.94,4.99,238.80
SAN MARTIN_EL DORADO_SANTA ROSA,0.22,78.41,16.55,5.00,198.00
SAN MARTIN_EL DORADO_SHATOJA,0.27,76.43,27.85,5.63,241.80
SAN MARTIN_HUALLAGA_ALTO SAPOSOA,0.24,80.13,22.62,5.39,191.60
SAN MARTIN_HUALLAGA_EL ESLABON,0.20,76.87,18.11,6.56,132.80
SAN MARTIN_HUALLAGA_PISCOYACU,0.31,78.80,27.52,5.80,341.60
SAN MARTIN_HUALLAGA_SACANCHE,0.33,79.50,23.48,6.64,382.90
SAN MARTIN_HUALLAGA_SAPOSOA,0.36,76.26,31.48,7.00,432.60
SAN MARTIN_HUALLAGA_TINGO DE SAPOSOA,0.32,79.29,22.99,7.44,337.70
SAN MARTIN_LAMAS_ALONSO DE ALVARADO,0.28,73.44,21.61,5.12,338.80
SAN MARTIN_LAMAS_BARRANQUITA,0.21,73.01,15.30,5.65,177.70
SAN MARTIN_LAMAS_CAYNARACHI,0.31,72.75,29.79,5.70,342.60
SAN MARTIN_LAMAS_CUNUMBUQUI,0.32,73.51,35.66,6.28,340.10
SAN MARTIN_LAMAS_LAMAS,0.40,71.87,50.58,7.17,498.10
SAN MARTIN_LAMAS_PINTO RECODO,0.27,73.93,16.08,4.77,349.30
SAN MARTIN_LAMAS_RUMISAPA,0.36,73.43,27.61,5.53,554.30
SAN MARTIN_LAMAS_SAN ROQUE DE CUMBAZA,0.20,74.42,5.54,4.76,243.60
SAN MARTIN_LAMAS_SHANAO,0.23,71.29,13.26,4.83,266.10
SAN MARTIN_LAMAS_TABALOSOS,0.32,72.50,38.46,5.68,348.50
SAN MARTIN_LAMAS_ZAPATERO,0.22,72.94,23.05,5.10,173.60
SAN MARTIN_MARISCAL CACERES_CAMPANILLA,0.30,74.04,18.66,5.95,400.50
SAN MARTIN_MARISCAL CACERES_HUICUNGO,0.29,74.37,20.42,5.94,349.50
SAN MARTIN_MARISCAL CACERES_JUANJUI,0.48,71.85,48.76,8.49,771.90
SAN MARTIN_MARISCAL CACERES_PACHIZA,0.32,74.67,17.53,5.47,476.00
SAN MARTIN_MARISCAL CACERES_PAJARILLO,0.29,75.16,20.42,5.59,340.20
SAN MARTIN_MOYOBAMBA_CALZADA,0.44,75.97,48.90,6.70,619.70
SAN MARTIN_MOYOBAMBA_HABANA,0.38,76.13,30.12,6.04,558.70
SAN MARTIN_MOYOBAMBA_JEPELACIO,0.30,75.88,28.08,5.23,327.90
SAN MARTIN_MOYOBAMBA_MOYOBAMBA,0.43,73.72,48.51,7.89,547.10
SAN MARTIN_MOYOBAMBA_SORITOR,0.30,74.58,27.65,6.03,325.20
SAN MARTIN_MOYOBAMBA_YANTALO,0.31,75.73,33.69,5.22,333.70
SAN MARTIN_PICOTA_BUENOS AIRES,0.27,77.97,25.94,5.81,244.50
SAN MARTIN_PICOTA_CASPISAPA,0.38,74.92,30.54,6.97,520.40
SAN MARTIN_PICOTA_PICOTA,0.47,75.76,62.24,7.91,624.40
SAN MARTIN_PICOTA_PILLUANA,0.39,78.70,46.46,7.02,431.50
SAN MARTIN_PICOTA_PUCACACA,0.41,77.54,48.27,7.24,482.60
SAN MARTIN_PICOTA_SAN CRISTOBAL,0.42,78.22,27.37,6.60,709.90
SAN MARTIN_PICOTA_SAN HILARION,0.43,76.87,33.01,7.27,680.40
SAN MARTIN_PICOTA_SHAMBOYACU,0.30,79.08,20.48,5.19,366.10
SAN MARTIN_PICOTA_TINGO DE PONASA,0.38,79.77,24.63,6.19,567.50
SAN MARTIN_PICOTA_TRES UNIDOS,0.31,74.07,18.12,5.99,415.30
SAN MARTIN_RIOJA_AWAJUN,0.28,76.11,16.07,5.65,339.30
SAN MARTIN_RIOJA_ELIAS SOPLIN VARGAS,0.28,74.96,29.28,5.38,270.20
SAN MARTIN_RIOJA_NUEVA CAJAMARCA,0.38,75.55,43.39,6.61,454.50
SAN MARTIN_RIOJA_PARDO MIGUEL,0.31,76.05,27.30,5.60,361.20
SAN MARTIN_RIOJA_POSIC,0.38,77.69,44.29,5.51,476.10
SAN MARTIN_RIOJA_RIOJA,0.49,75.28,51.33,8.46,756.20
SAN MARTIN_RIOJA_SAN FERNANDO,0.30,75.90,30.21,5.86,313.60
SAN MARTIN_RIOJA_YORONGOS,0.32,75.03,37.66,5.68,325.60
SAN MARTIN_RIOJA_YURACYACU,0.37,76.06,39.58,6.76,435.10
SAN MARTIN_SAN MARTIN_ALBERTO LEVEAU,0.35,72.97,43.07,6.54,373.50
SAN MARTIN_SAN MARTIN_CACATACHI,0.44,74.59,60.01,7.31,564.80
SAN MARTIN_SAN MARTIN_CHAZUTA,0.27,74.20,34.30,5.79,217.00
SAN MARTIN_SAN MARTIN_CHIPURANA,0.35,69.21,17.44,6.25,656.80
SAN MARTIN_SAN MARTIN_EL PORVENIR,0.34,74.21,29.39,7.06,390.70
SAN MARTIN_SAN MARTIN_HUIMBAYOC,0.42,73.13,37.60,6.22,710.30
SAN MARTIN_SAN MARTIN_JUAN GUERRA,0.51,74.77,68.97,7.80,768.70
SAN MARTIN_SAN MARTIN_LA BANDA DE SHILCAYO,0.52,73.65,62.54,8.82,798.50
SAN MARTIN_SAN MARTIN_MORALES,0.56,73.42,63.93,9.44,971.80
SAN MARTIN_SAN MARTIN_PAPAPLAYA,0.30,73.75,14.78,6.31,421.10
SAN MARTIN_SAN MARTIN_SAN ANTONIO,0.42,74.11,53.72,6.67,546.30
SAN MARTIN_SAN MARTIN_SAUCE,0.31,73.90,39.46,7.15,268.40
SAN MARTIN_SAN MARTIN_SHAPAJA,0.35,74.10,52.18,6.76,333.40
SAN MARTIN_SAN MARTIN_TARAPOTO,0.60,72.18,79.36,10.34,993.50
SAN MARTIN_TOCACHE_NUEVO PROGRESO,0.37,71.09,32.36,6.50,527.90
SAN MARTIN_TOCACHE_POLVORA,0.35,70.26,31.21,6.21,503.70
SAN MARTIN_TOCACHE_SHUNTE,0.29,71.84,17.22,5.11,402.70
SAN MARTIN_TOCACHE_TOCACHE,0.46,70.66,51.85,7.86,721.00
SAN MARTIN_TOCACHE_UCHIZA,0.51,72.12,53.18,8.14,902.60
TACNA_CANDARAVE_CAIRANI,0.25,72.21,38.37,6.88,160.30
TACNA_CANDARAVE_CAMILACA,0.45,70.70,64.23,6.79,648.00
TACNA_CANDARAVE_CANDARAVE,0.32,70.02,60.69,6.90,263.30
TACNA_CANDARAVE_CURIBAYA,0.47,72.40,67.18,9.57,579.30
TACNA_CANDARAVE_HUANUARA,0.34,70.94,65.50,8.50,265.00
TACNA_CANDARAVE_QUILAHUANI,0.31,71.65,59.54,7.49,234.50
TACNA_JORGE BASADRE_ILABAYA,0.71,74.04,74.64,10.98,1594.90
TACNA_JORGE BASADRE_ITE,0.60,73.71,62.57,10.03,1109.20
TACNA_JORGE BASADRE_LOCUMBA,0.56,73.36,66.09,10.09,877.10
TACNA_TACNA_ALTO DE LA ALIANZA,0.56,77.16,86.39,10.10,724.20
TACNA_TACNA_CALANA,0.47,76.31,90.00,9.13,470.80
TACNA_TACNA_CIUDAD NUEVA,0.45,76.56,80.02,9.00,437.70
TACNA_TACNA_CRNEL.GREGORIO ALBARRACIN LANCHIPA,0.52,76.95,81.44,10.49,605.90
TACNA_TACNA_INCLAN,0.42,75.99,66.82,8.82,408.70
TACNA_TACNA_PACHIA,0.45,76.41,62.69,8.69,499.50
TACNA_TACNA_PALCA,0.38,75.64,59.24,7.55,371.50
TACNA_TACNA_POCOLLAY,0.60,76.93,84.62,10.83,855.00
TACNA_TACNA_SAMA,0.54,75.68,80.03,9.13,745.10
TACNA_TACNA_TACNA,0.67,76.27,86.82,11.89,1156.90
TACNA_TARATA_ESTIQUE,0.27,80.24,62.97,7.96,136.20
TACNA_TARATA_ESTIQUE-PAMPA,0.31,79.67,75.30,9.71,161.80
TACNA_TARATA_HEROES ALBARRACIN (CHUCATAMANI),0.42,79.40,80.02,8.50,368.00
TACNA_TARATA_SITAJARA,0.29,78.94,88.89,7.91,143.70
TACNA_TARATA_SUSAPAYA,0.26,77.38,39.34,7.46,161.80
TACNA_TARATA_TARATA,0.33,76.81,71.39,8.24,220.70
TACNA_TARATA_TARUCACHI,0.30,77.38,80.04,8.05,166.90
TACNA_TARATA_TICACO,0.34,77.76,32.53,6.80,362.70
TUMBES_CONTRALMIRANTE VILLAR_CANOAS DE PUNTA SAL,0.51,75.50,52.55,7.20,925.00
TUMBES_CONTRALMIRANTE VILLAR_CASITAS,0.44,78.50,63.16,7.11,535.50
TUMBES_CONTRALMIRANTE VILLAR_ZORRITOS,0.51,76.21,61.53,8.93,718.40
TUMBES_TUMBES_CORRALES,0.48,79.19,58.10,8.75,600.70
TUMBES_TUMBES_LA CRUZ,0.54,77.85,71.64,9.13,763.80
TUMBES_TUMBES_PAMPAS DE HOSPITAL,0.47,79.26,72.26,7.89,550.50
TUMBES_TUMBES_SAN JACINTO,0.50,79.31,83.33,8.15,604.70
TUMBES_TUMBES_SAN JUAN DE LA VIRGEN,0.50,78.96,74.20,8.26,617.30
TUMBES_TUMBES_TUMBES,0.53,79.18,58.87,10.06,730.50
TUMBES_ZARUMILLA_AGUAS VERDES,0.40,75.20,56.52,7.79,414.50
TUMBES_ZARUMILLA_MATAPALO,0.35,74.24,43.60,7.76,325.50
TUMBES_ZARUMILLA_PAPAYAL,0.46,75.08,63.78,8.17,575.60
TUMBES_ZARUMILLA_ZARUMILLA,0.49,74.46,52.26,9.65,704.50
UCAYALI_ATALAYA_RAYMONDI,0.26,61.60,20.89,6.32,318.30
UCAYALI_ATALAYA_SEPAHUA,0.30,61.22,26.77,7.03,379.10
UCAYALI_ATALAYA_TAHUANIA,0.19,65.56,11.40,5.55,183.70
UCAYALI_ATALAYA_YURUA,0.17,62.00,13.18,4.40,159.90
UCAYALI_CORONEL PORTILLO_CALLERIA,0.50,73.52,64.03,10.01,666.10
UCAYALI_CORONEL PORTILLO_CAMPOVERDE,0.35,77.19,42.24,7.13,350.40
UCAYALI_CORONEL PORTILLO_IPARIA,0.22,76.21,19.91,6.63,156.20
UCAYALI_CORONEL PORTILLO_MANANTAY,0.48,75.15,53.19,8.55,687.70
UCAYALI_CORONEL PORTILLO_MASISEA,0.27,76.18,25.92,6.65,215.90
UCAYALI_CORONEL PORTILLO_NUEVA REQUENA,0.31,73.34,31.92,6.52,323.50
UCAYALI_CORONEL PORTILLO_YARINACOCHA,0.48,75.24,60.74,9.45,586.80
UCAYALI_PADRE ABAD_CURIMANA,0.30,78.84,28.94,6.80,276.70
UCAYALI_PADRE ABAD_IRAZOLA,0.33,78.89,31.04,6.66,333.10
UCAYALI_PADRE ABAD_PADRE ABAD,0.42,77.63,44.32,7.68,507.80
UCAYALI_PURUS_PURUS,0.29,68.61,17.43,7.23,342.90
